Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/ENVO_01001173	sacred site	http://purl.obolibrary.org/obo/BFO_0000029	site		A site which is bounded or relativised by a material entity which is of spiritual significance to one or more human groups.
http://purl.obolibrary.org/obo/ENVO_01001174	ecosystem decay	http://purl.obolibrary.org/obo/ENVO_01001795	ecosystem process		A process during which an ecosystem fragment loses its system integrity, with many of its resident ecological populations 1) losing their habitats, 2) undergoing a loss of functional and phylogenetic diversity, and 3) undergoing a subsequent genetic destabilisation through inbreeding.
http://purl.obolibrary.org/obo/ENVO_01001175	habitat fragmentation process	http://purl.obolibrary.org/obo/ENVO_01001168	ecosystem fragmentation process		An ecosystem fragmentation process during which discontinuities emerge in the habitats of one or more ecological populations.
http://purl.obolibrary.org/obo/ENVO_01001176	environment associated with an aquatic invertebrate	http://purl.obolibrary.org/obo/ENVO_01001002	animal-associated environment		An environment which has its properties and composition largely determined by the presence of a metazoan which lacks a vetebral column and which has a habitat that is found in an aquatic environmental system.
http://purl.obolibrary.org/obo/ENVO_01001177	arable land	http://purl.obolibrary.org/obo/ENVO_01001785	land		Land which is regularly manipulated by human activities, such as plowing or tilling, in order to grow crops.
http://purl.obolibrary.org/obo/ENVO_01001178	pasturable land	http://purl.obolibrary.org/obo/ENVO_01001785	land		Land which hosts a community of herbaceous plants - such as grasses and forbs - upon which animals may graze.
http://purl.obolibrary.org/obo/ENVO_01001179	cnidarian-associated environment	http://purl.obolibrary.org/obo/ENVO_01001002	animal-associated environment		An environmental system determined by a cnidarian or part of a cnidarian.
http://purl.obolibrary.org/obo/ENVO_01001180	Bondon cheese environment	http://purl.obolibrary.org/obo/ENVO_01000254	environmental system		An environment which has its properties and composition determined by a portion of Bondon cheese.
http://purl.obolibrary.org/obo/ENVO_01001181	rhizoplane	http://purl.obolibrary.org/obo/ENVO_01001311	solid surface layer		A surface layer which is composed of the external surface of a root, together with closely adhering soil particles and debris
http://purl.obolibrary.org/obo/ENVO_01001182	tended pasturable land	http://purl.obolibrary.org/obo/ENVO_01001178	pasturable land		Pasturable land which is maintained by human activities in order to provide grazing oppoturnities for livestock.
http://purl.obolibrary.org/obo/ENVO_01001183	arable or pasturable land	http://purl.obolibrary.org/obo/ENVO_01001785	land		Land which either hosts plant communities upon which animals may graze has been manipulated by tilling, ploughing, or other human activity for the purposes of seed sowing or planting crops.
http://purl.obolibrary.org/obo/FOODON_03460177	plant seed or nut food product	http://purl.obolibrary.org/obo/FOODON_00001015	plant food product	nut or seed added	
http://purl.obolibrary.org/obo/FOODON_03460231	chocolate or cocoa	http://purl.obolibrary.org/obo/FOODON_00001215	cacao food product	chocolate or cocoa added	
http://purl.obolibrary.org/obo/NCBITaxon_2836	Bacillariophyta	http://purl.obolibrary.org/obo/NCBITaxon_2696291	Ochrophyta		
http://purl.obolibrary.org/obo/GO_0043447	alkane biosynthetic process	http://purl.obolibrary.org/obo/GO_0043446	cellular alkane metabolic process		
http://purl.obolibrary.org/obo/ENVO_00000534	riverine pothole	http://purl.obolibrary.org/obo/ENVO_00000309	depressed landform		
http://purl.obolibrary.org/obo/ENVO_00002184	subsurface landform	http://purl.obolibrary.org/obo/ENVO_01001886	landform		
http://purl.obolibrary.org/obo/CHEBI_37407	cyclic ether	http://purl.obolibrary.org/obo/CHEBI_38104	oxacycle		
http://purl.obolibrary.org/obo/CHEBI_80043	Nodularin	http://purl.obolibrary.org/obo/CHEBI_25698	ether		
http://purl.obolibrary.org/obo/CHEBI_23824	diol	http://purl.obolibrary.org/obo/CHEBI_26191	polyol		
http://purl.obolibrary.org/obo/CHEBI_8006	Peptidoglycan(N-acetyl-D-glucosamine)	http://purl.obolibrary.org/obo/CHEBI_26191	polyol		
http://purl.obolibrary.org/obo/CHEBI_37045	purine ribonucleoside 5'-triphosphate	http://purl.obolibrary.org/obo/CHEBI_37076	ribonucleoside 5'-triphosphate		
http://purl.obolibrary.org/obo/CHEBI_17578	toluene	http://purl.obolibrary.org/obo/CHEBI_38975	methylbenzene		
http://purl.obolibrary.org/obo/CHEBI_38295	azabicycloalkane	http://purl.obolibrary.org/obo/CHEBI_38101	organonitrogen heterocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_22728	benzopyrrole	http://purl.obolibrary.org/obo/CHEBI_38180	polycyclic heteroarene		
http://purl.obolibrary.org/obo/CHEBI_38669	pyrazolopyrimidine	http://purl.obolibrary.org/obo/CHEBI_38101	organonitrogen heterocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_35875	imidazopyrimidine	http://purl.obolibrary.org/obo/CHEBI_33833	heteroarene		
http://purl.obolibrary.org/obo/CHEBI_18246	(1->4)-beta-D-glucan	http://purl.obolibrary.org/obo/CHEBI_28793	beta-D-glucan		
http://purl.obolibrary.org/obo/CHEBI_53448	methyl cellulose	http://purl.obolibrary.org/obo/CHEBI_28793	beta-D-glucan		
http://purl.obolibrary.org/obo/CHEBI_32876	tertiary amine	http://purl.obolibrary.org/obo/CHEBI_50996	tertiary amino compound		
http://purl.obolibrary.org/obo/CHEBI_22331	alkylamines	http://purl.obolibrary.org/obo/CHEBI_32952	amine		
http://purl.obolibrary.org/obo/CHEBI_33551	organosulfonic acid	http://purl.obolibrary.org/obo/CHEBI_64709	organic acid		
http://purl.obolibrary.org/obo/CHEBI_26191	polyol	http://purl.obolibrary.org/obo/CHEBI_33822	organic hydroxy compound		
http://purl.obolibrary.org/obo/CHEBI_35350	hydroxy steroid	http://purl.obolibrary.org/obo/CHEBI_35341	steroid		
http://purl.obolibrary.org/obo/CHEBI_30879	alcohol	http://purl.obolibrary.org/obo/CHEBI_33822	organic hydroxy compound		
http://purl.obolibrary.org/obo/CHEBI_35789	oxo steroid	http://purl.obolibrary.org/obo/CHEBI_17087	ketone		
http://purl.obolibrary.org/obo/CHEBI_131621	C19-steroid	http://purl.obolibrary.org/obo/CHEBI_35341	steroid		
http://purl.obolibrary.org/obo/CHEBI_50402	androstanoid	http://purl.obolibrary.org/obo/CHEBI_35341	steroid		
http://purl.obolibrary.org/obo/CHEBI_35716	C-nitro compound	http://purl.obolibrary.org/obo/CHEBI_72695	organic molecule		
http://purl.obolibrary.org/obo/CHEBI_39285	chloropicrin	http://purl.obolibrary.org/obo/CHEBI_36683	organochlorine compound		
http://purl.obolibrary.org/obo/CHEBI_48109	nitrobenzenes	http://purl.obolibrary.org/obo/CHEBI_22712	benzenes		
http://purl.obolibrary.org/obo/CHEBI_51129	nitrohydrocarbon	http://purl.obolibrary.org/obo/CHEBI_35716	C-nitro compound		
http://purl.obolibrary.org/obo/CHEBI_25477	naphthalenes	http://purl.obolibrary.org/obo/CHEBI_33836	benzenoid aromatic compound		
http://purl.obolibrary.org/obo/CHEBI_35428	ortho-fused bicyclic hydrocarbon	http://purl.obolibrary.org/obo/CHEBI_33637	ortho-fused compound		
http://purl.obolibrary.org/obo/CHEBI_2706	Anatoxin a	http://purl.obolibrary.org/obo/CHEBI_37332	tropane alkaloid		
http://purl.obolibrary.org/obo/CHEBI_26421	pyridines	http://purl.obolibrary.org/obo/CHEBI_25693	organic heteromonocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_38077	polypyrrole	http://purl.obolibrary.org/obo/CHEBI_38101	organonitrogen heterocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_9171	skatole	http://purl.obolibrary.org/obo/CHEBI_38460	methylindole		
http://purl.obolibrary.org/obo/CHEBI_25435	mutagen	http://purl.obolibrary.org/obo/CHEBI_50902	genotoxin		
http://purl.obolibrary.org/obo/CHEBI_24532	organic heterocyclic compound	http://purl.obolibrary.org/obo/CHEBI_33832	organic cyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33670	heteromonocyclic compound	http://purl.obolibrary.org/obo/CHEBI_33661	monocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33671	heteropolycyclic compound	http://purl.obolibrary.org/obo/CHEBI_33635	polycyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33672	heterobicyclic compound	http://purl.obolibrary.org/obo/CHEBI_33636	bicyclic compound		
http://purl.obolibrary.org/obo/CHEBI_18139	trimethylamine	http://purl.obolibrary.org/obo/CHEBI_25274	methylamines		
http://purl.obolibrary.org/obo/CHEBI_47788	3-oxo steroid	http://purl.obolibrary.org/obo/CHEBI_3992	cyclic ketone		
http://purl.obolibrary.org/obo/CHEBI_15422	ATP	http://purl.obolibrary.org/obo/CHEBI_37045	purine ribonucleoside 5'-triphosphate		
http://purl.obolibrary.org/obo/CHEBI_37332	tropane alkaloid	http://purl.obolibrary.org/obo/CHEBI_22315	alkaloid		
http://purl.obolibrary.org/obo/CHEBI_26710	sodium chloride	http://purl.obolibrary.org/obo/CHEBI_36093	inorganic chloride		
http://purl.obolibrary.org/obo/CHEBI_27376	methanesulfonic acid	http://purl.obolibrary.org/obo/CHEBI_64708	one-carbon compound		
http://purl.obolibrary.org/obo/CHEBI_17347	testosterone	http://purl.obolibrary.org/obo/CHEBI_47909	3-oxo-Delta(4) steroid		
http://purl.obolibrary.org/obo/CHEBI_36244	dicarboxylic acid monoester	http://purl.obolibrary.org/obo/CHEBI_33575	carboxylic acid		
http://purl.obolibrary.org/obo/CHEBI_26288	propanediol	http://purl.obolibrary.org/obo/CHEBI_13643	glycol		
http://purl.obolibrary.org/obo/CHEBI_35341	steroid	http://purl.obolibrary.org/obo/CHEBI_51958	organic polycyclic compound		
http://purl.obolibrary.org/obo/CHEBI_24913	isoprenoid	http://purl.obolibrary.org/obo/CHEBI_18059	lipid		
http://purl.obolibrary.org/obo/CHEBI_28868	fatty acid anion	http://purl.obolibrary.org/obo/CHEBI_35757	monocarboxylic acid anion		
http://purl.obolibrary.org/obo/CHEBI_35366	fatty acid	http://purl.obolibrary.org/obo/CHEBI_25384	monocarboxylic acid		
http://purl.obolibrary.org/obo/CHEBI_16183	methane	http://purl.obolibrary.org/obo/CHEBI_138675	gas molecular entity		
http://purl.obolibrary.org/obo/CHEBI_43098	heptane	http://purl.obolibrary.org/obo/CHEBI_134179	volatile organic compound		
http://purl.obolibrary.org/obo/CHEBI_13643	glycol	http://purl.obolibrary.org/obo/CHEBI_23824	diol		
http://purl.obolibrary.org/obo/CHEBI_37143	organofluorine compound	http://purl.obolibrary.org/obo/CHEBI_17792	organohalogen compound		
http://purl.obolibrary.org/obo/CHEBI_48041	microcystin	http://purl.obolibrary.org/obo/CHEBI_24533	heterodetic cyclic peptide		
http://purl.obolibrary.org/obo/CHEBI_25388	monohydroxybenzoate	http://purl.obolibrary.org/obo/CHEBI_24675	hydroxybenzoate		
http://purl.obolibrary.org/obo/CHEBI_33328	silicon oxoacid	http://purl.obolibrary.org/obo/CHEBI_46890	silicon hydroxide		
http://purl.obolibrary.org/obo/CHEBI_33408	pnictogen oxoacid	http://purl.obolibrary.org/obo/CHEBI_33302	pnictogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33484	chalcogen oxoacid	http://purl.obolibrary.org/obo/CHEBI_24833	oxoacid		
http://purl.obolibrary.org/obo/CHEBI_35605	carbon oxoacid	http://purl.obolibrary.org/obo/CHEBI_36963	organooxygen compound		
http://purl.obolibrary.org/obo/CHEBI_82663	elemental iron	http://purl.obolibrary.org/obo/CHEBI_33259	elemental molecular entity		
http://purl.obolibrary.org/obo/CHEBI_50816	iron oxide	http://purl.obolibrary.org/obo/CHEBI_24873	iron molecular entity		
http://purl.obolibrary.org/obo/CHEBI_75896	iron sulfides	http://purl.obolibrary.org/obo/CHEBI_46718	sulfide salt		
http://purl.obolibrary.org/obo/CHEBI_143907	manganese hydroxide	http://purl.obolibrary.org/obo/CHEBI_25154	manganese molecular entity		
http://purl.obolibrary.org/obo/CHEBI_72695	organic molecule	http://purl.obolibrary.org/obo/CHEBI_50860	organic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion	http://purl.obolibrary.org/obo/CHEBI_35406	oxoanion		
http://purl.obolibrary.org/obo/CHEBI_58941	cyclic tetrapyrrole anion	http://purl.obolibrary.org/obo/CHEBI_25696	organic anion		
http://purl.obolibrary.org/obo/CHEBI_38222	hydrocarbyl anion	http://purl.obolibrary.org/obo/CHEBI_25696	organic anion		
http://purl.obolibrary.org/obo/CHEBI_50335	organic nitrogen anion	http://purl.obolibrary.org/obo/CHEBI_35352	organonitrogen compound		
http://purl.obolibrary.org/obo/CHEBI_35604	carbon oxoanion	http://purl.obolibrary.org/obo/CHEBI_36963	organooxygen compound		
http://purl.obolibrary.org/obo/CHEBI_50584	alkyl alcohol	http://purl.obolibrary.org/obo/CHEBI_2571	aliphatic alcohol		
http://purl.obolibrary.org/obo/CHEBI_26400	purine ribonucleotide	http://purl.obolibrary.org/obo/CHEBI_26395	purine nucleotide		
http://purl.obolibrary.org/obo/CHEBI_37015	ribonucleoside 5'-phosphate	http://purl.obolibrary.org/obo/CHEBI_16701	nucleoside 5'-phosphate		
http://purl.obolibrary.org/obo/CHEBI_39418	straight-chain saturated fatty acid	http://purl.obolibrary.org/obo/CHEBI_59202	straight-chain fatty acid		
http://purl.obolibrary.org/obo/CHEBI_25442	mycotoxin	http://purl.obolibrary.org/obo/CHEBI_76946	fungal metabolite		
http://purl.obolibrary.org/obo/CHEBI_35757	monocarboxylic acid anion	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion		
http://purl.obolibrary.org/obo/CHEBI_37022	amino-acid anion	http://purl.obolibrary.org/obo/CHEBI_35352	organonitrogen compound		
http://purl.obolibrary.org/obo/CHEBI_91007	aromatic carboxylate	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion		
http://purl.obolibrary.org/obo/CHEBI_51447	organic univalent group	http://purl.obolibrary.org/obo/CHEBI_33247	organic group		
http://purl.obolibrary.org/obo/CHEBI_59739	electrophilic reagent	http://purl.obolibrary.org/obo/CHEBI_39143	Lewis acid		
http://purl.obolibrary.org/obo/CHEBI_59740	nucleophilic reagent	http://purl.obolibrary.org/obo/CHEBI_39144	Lewis base		
http://purl.obolibrary.org/obo/CHEBI_27780	detergent	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_23924	enzyme inhibitor	http://purl.obolibrary.org/obo/CHEBI_52206	biochemical role		
http://purl.obolibrary.org/obo/CHEBI_36785	carbobicyclic compound	http://purl.obolibrary.org/obo/CHEBI_33636	bicyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33666	polycyclic hydrocarbon	http://purl.obolibrary.org/obo/CHEBI_33663	cyclic hydrocarbon		
http://purl.obolibrary.org/obo/CHEBI_16900	chlorophyllide a	http://purl.obolibrary.org/obo/CHEBI_25248	methyl ester		
http://purl.obolibrary.org/obo/CHEBI_36586	carbonyl compound	http://purl.obolibrary.org/obo/CHEBI_36963	organooxygen compound		
http://purl.obolibrary.org/obo/CHEBI_26561	ribonucleotide	http://purl.obolibrary.org/obo/CHEBI_26562	ribose phosphate		
http://purl.obolibrary.org/obo/CHEBI_47885	dinucleotide	http://purl.obolibrary.org/obo/CHEBI_36976	nucleotide		
http://purl.obolibrary.org/obo/CHEBI_26395	purine nucleotide	http://purl.obolibrary.org/obo/CHEBI_26401	purines		
http://purl.obolibrary.org/obo/CHEBI_36980	pyridine nucleotide	http://purl.obolibrary.org/obo/CHEBI_26421	pyridines		
http://purl.obolibrary.org/obo/CHEBI_29075	mononucleotide	http://purl.obolibrary.org/obo/CHEBI_36976	nucleotide		
http://purl.obolibrary.org/obo/CHEBI_32955	epoxide	http://purl.obolibrary.org/obo/CHEBI_37407	cyclic ether		
http://purl.obolibrary.org/obo/CHEBI_36468	polycyclic ether	http://purl.obolibrary.org/obo/CHEBI_38166	organic heteropolycyclic compound		
http://purl.obolibrary.org/obo/CHEBI_27171	organic heterobicyclic compound	http://purl.obolibrary.org/obo/CHEBI_33672	heterobicyclic compound		
http://purl.obolibrary.org/obo/CHEBI_26979	organic heterotricyclic compound	http://purl.obolibrary.org/obo/CHEBI_36688	heterotricyclic compound		
http://purl.obolibrary.org/obo/CHEBI_38870	inhalation anaesthetic	http://purl.obolibrary.org/obo/CHEBI_38869	general anaesthetic		
http://purl.obolibrary.org/obo/CHEBI_82661	diatomaceous earth	http://purl.obolibrary.org/obo/CHEBI_30563	silicon dioxide		
http://purl.obolibrary.org/obo/CHEBI_46663	silicate mineral	http://purl.obolibrary.org/obo/CHEBI_46662	mineral		
http://purl.obolibrary.org/obo/CHEBI_46717	sulfide mineral	http://purl.obolibrary.org/obo/CHEBI_26822	sulfide		
http://purl.obolibrary.org/obo/CHEBI_167164	mineral nutrient	http://purl.obolibrary.org/obo/CHEBI_46662	mineral		
http://purl.obolibrary.org/obo/CHEBI_3311	calcium carbonate	http://purl.obolibrary.org/obo/CHEBI_190295	inorganic calcium salt		
http://purl.obolibrary.org/obo/CHEBI_5186	fucoxanthin	http://purl.obolibrary.org/obo/CHEBI_35681	secondary alcohol		
http://purl.obolibrary.org/obo/CHEBI_47909	3-oxo-Delta(4) steroid	http://purl.obolibrary.org/obo/CHEBI_51689	enone		
http://purl.obolibrary.org/obo/CHEBI_37007	nicotinamide dinucleotide	http://purl.obolibrary.org/obo/CHEBI_25527	nicotinamide nucleotide		
http://purl.obolibrary.org/obo/CHEBI_48360	amphiprotic solvent	http://purl.obolibrary.org/obo/CHEBI_48359	protophilic solvent		
http://purl.obolibrary.org/obo/CHEBI_15368	acrolein	http://purl.obolibrary.org/obo/CHEBI_51688	enal		
http://purl.obolibrary.org/obo/CHEBI_25212	metabolite	http://purl.obolibrary.org/obo/CHEBI_52206	biochemical role		
http://purl.obolibrary.org/obo/CHEBI_23888	drug	http://purl.obolibrary.org/obo/CHEBI_52217	pharmaceutical		
http://purl.obolibrary.org/obo/CHEBI_139291	chlorophyll(1-)	http://purl.obolibrary.org/obo/CHEBI_58941	cyclic tetrapyrrole anion		
http://purl.obolibrary.org/obo/CHEBI_139292	chlorophyllide(2-)	http://purl.obolibrary.org/obo/CHEBI_35757	monocarboxylic acid anion		
http://purl.obolibrary.org/obo/CHEBI_58954	straight-chain saturated fatty acid anion	http://purl.obolibrary.org/obo/CHEBI_58953	saturated fatty acid anion		
http://purl.obolibrary.org/obo/CHEBI_78130	fatty acid anion 28:0	http://purl.obolibrary.org/obo/CHEBI_58953	saturated fatty acid anion		
http://purl.obolibrary.org/obo/CHEBI_166975	soybean oil	http://purl.obolibrary.org/obo/CHEBI_60004	mixture		
http://purl.obolibrary.org/obo/CHEBI_140503	kaolin	http://purl.obolibrary.org/obo/CHEBI_48730	aluminosilicate mineral		
http://purl.obolibrary.org/obo/CHEBI_24586	hexosamine	http://purl.obolibrary.org/obo/CHEBI_60926	amino monosaccharide		
http://purl.obolibrary.org/obo/CHEBI_25608	nucleoside phosphate	http://purl.obolibrary.org/obo/CHEBI_37734	phosphoric ester		
http://purl.obolibrary.org/obo/CHEBI_27026	toxin	http://purl.obolibrary.org/obo/CHEBI_25212	metabolite		
http://purl.obolibrary.org/obo/CHEBI_50910	neurotoxin	http://purl.obolibrary.org/obo/CHEBI_52209	aetiopathogenetic role		
http://purl.obolibrary.org/obo/CHEBI_22506	aminoglycan	http://purl.obolibrary.org/obo/CHEBI_35352	organonitrogen compound		
http://purl.obolibrary.org/obo/CHEBI_77746	human metabolite	http://purl.obolibrary.org/obo/CHEBI_75768	mammalian metabolite		
http://purl.obolibrary.org/obo/CHEBI_83057	Daphnia metabolite	http://purl.obolibrary.org/obo/CHEBI_83039	crustacean metabolite		
http://purl.obolibrary.org/obo/CHEBI_37096	adenosine 5'-phosphate	http://purl.obolibrary.org/obo/CHEBI_22256	adenosine phosphate		
http://purl.obolibrary.org/obo/CHEBI_22984	calcium atom	http://purl.obolibrary.org/obo/CHEBI_22313	alkaline earth metal atom		
http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom	http://purl.obolibrary.org/obo/CHEBI_22313	alkaline earth metal atom		
http://purl.obolibrary.org/obo/CHEBI_32594	barium atom	http://purl.obolibrary.org/obo/CHEBI_22313	alkaline earth metal atom		
http://purl.obolibrary.org/obo/CHEBI_33324	strontium atom	http://purl.obolibrary.org/obo/CHEBI_22313	alkaline earth metal atom		
http://purl.obolibrary.org/obo/CHEBI_26216	potassium atom	http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom		
http://purl.obolibrary.org/obo/CHEBI_26708	sodium atom	http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom		
http://purl.obolibrary.org/obo/CHEBI_30145	lithium atom	http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom		
http://purl.obolibrary.org/obo/CHEBI_30514	caesium atom	http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom		
http://purl.obolibrary.org/obo/CHEBI_30356	isobutyl group	http://purl.obolibrary.org/obo/CHEBI_50325	proteinogenic amino-acid side-chain group		
http://purl.obolibrary.org/obo/CHEBI_25696	organic anion	http://purl.obolibrary.org/obo/CHEBI_25699	organic ion		
http://purl.obolibrary.org/obo/CHEBI_23905	monoatomic anion	http://purl.obolibrary.org/obo/CHEBI_24867	monoatomic ion		
http://purl.obolibrary.org/obo/CHEBI_24834	inorganic anion	http://purl.obolibrary.org/obo/CHEBI_36914	inorganic ion		
http://purl.obolibrary.org/obo/CHEBI_36830	monoanion	http://purl.obolibrary.org/obo/CHEBI_22563	anion		
http://purl.obolibrary.org/obo/CHEBI_35776	arsenic oxoanion	http://purl.obolibrary.org/obo/CHEBI_33459	pnictogen oxoanion		
http://purl.obolibrary.org/obo/CHEBI_24828	indoles	http://purl.obolibrary.org/obo/CHEBI_22728	benzopyrrole		
http://purl.obolibrary.org/obo/CHEBI_25017	leucine	http://purl.obolibrary.org/obo/CHEBI_33704	alpha-amino acid		
http://purl.obolibrary.org/obo/CHEBI_35156	calcium salt	http://purl.obolibrary.org/obo/CHEBI_36364	alkaline earth salt		
http://purl.obolibrary.org/obo/CHEBI_46721	carbonate salt	http://purl.obolibrary.org/obo/CHEBI_23016	carbonates		
http://purl.obolibrary.org/obo/CHEBI_35163	cyclic carotene	http://purl.obolibrary.org/obo/CHEBI_23042	carotene		
http://purl.obolibrary.org/obo/CHEBI_35307	epoxycarotenol	http://purl.obolibrary.org/obo/CHEBI_23045	carotenol		
http://purl.obolibrary.org/obo/CHEBI_35403	chromium coordination entity	http://purl.obolibrary.org/obo/CHEBI_33861	transition element coordination entity		
http://purl.obolibrary.org/obo/CHEBI_26519	radical	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33429	monoatomic monoanion	http://purl.obolibrary.org/obo/CHEBI_36830	monoanion		
http://purl.obolibrary.org/obo/CHEBI_25213	metal cation	http://purl.obolibrary.org/obo/CHEBI_36915	inorganic cation		
http://purl.obolibrary.org/obo/CHEBI_25430	monoatomic polycation	http://purl.obolibrary.org/obo/CHEBI_23906	monoatomic cation		
http://purl.obolibrary.org/obo/CHEBI_25414	monoatomic monocation	http://purl.obolibrary.org/obo/CHEBI_23906	monoatomic cation		
http://purl.obolibrary.org/obo/CHEBI_30412	monoatomic dication	http://purl.obolibrary.org/obo/CHEBI_23906	monoatomic cation		
http://purl.obolibrary.org/obo/CHEBI_21638	N-acylglucosamine	http://purl.obolibrary.org/obo/CHEBI_21656	N-acyl-hexosamine		
http://purl.obolibrary.org/obo/CHEBI_24433	group	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity		
http://purl.obolibrary.org/obo/CHEBI_35222	inhibitor	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_52206	biochemical role	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_33280	molecular messenger	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_52208	biophysical role	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_52209	aetiopathogenetic role	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_33281	antimicrobial agent	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_53000	epitope	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_52211	physiological role	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_52210	pharmacological role	http://purl.obolibrary.org/obo/CHEBI_24432	biological role		
http://purl.obolibrary.org/obo/CHEBI_37121	guanosine 5'-phosphate	http://purl.obolibrary.org/obo/CHEBI_24455	guanosine phosphate		
http://purl.obolibrary.org/obo/CHEBI_24062	fluorine molecular entity	http://purl.obolibrary.org/obo/CHEBI_24471	halogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_23117	chlorine molecular entity	http://purl.obolibrary.org/obo/CHEBI_24471	halogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_37578	halide	http://purl.obolibrary.org/obo/CHEBI_37577	heteroatomic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_22927	bromine atom	http://purl.obolibrary.org/obo/CHEBI_24473	halogen		
http://purl.obolibrary.org/obo/CHEBI_23116	chlorine atom	http://purl.obolibrary.org/obo/CHEBI_24473	halogen		
http://purl.obolibrary.org/obo/CHEBI_24061	fluorine atom	http://purl.obolibrary.org/obo/CHEBI_24473	halogen		
http://purl.obolibrary.org/obo/CHEBI_38101	organonitrogen heterocyclic compound	http://purl.obolibrary.org/obo/CHEBI_35352	organonitrogen compound		
http://purl.obolibrary.org/obo/CHEBI_38166	organic heteropolycyclic compound	http://purl.obolibrary.org/obo/CHEBI_33671	heteropolycyclic compound		
http://purl.obolibrary.org/obo/CHEBI_25693	organic heteromonocyclic compound	http://purl.obolibrary.org/obo/CHEBI_33670	heteromonocyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33833	heteroarene	http://purl.obolibrary.org/obo/CHEBI_33659	organic aromatic compound		
http://purl.obolibrary.org/obo/CHEBI_38104	oxacycle	http://purl.obolibrary.org/obo/CHEBI_36963	organooxygen compound		
http://purl.obolibrary.org/obo/CHEBI_24271	glucosamines	http://purl.obolibrary.org/obo/CHEBI_24586	hexosamine		
http://purl.obolibrary.org/obo/CHEBI_21656	N-acyl-hexosamine	http://purl.obolibrary.org/obo/CHEBI_24586	hexosamine		
http://purl.obolibrary.org/obo/CHEBI_33822	organic hydroxy compound	http://purl.obolibrary.org/obo/CHEBI_50860	organic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_52625	inorganic hydroxy compound	http://purl.obolibrary.org/obo/CHEBI_24835	inorganic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33461	phosphorus oxoanion	http://purl.obolibrary.org/obo/CHEBI_33459	pnictogen oxoanion		
http://purl.obolibrary.org/obo/CHEBI_37191	silicon oxoanion	http://purl.obolibrary.org/obo/CHEBI_37190	silicon coordination entity		
http://purl.obolibrary.org/obo/CHEBI_79387	trivalent inorganic anion	http://purl.obolibrary.org/obo/CHEBI_24834	inorganic anion		
http://purl.obolibrary.org/obo/CHEBI_79389	monovalent inorganic anion	http://purl.obolibrary.org/obo/CHEBI_24834	inorganic anion		
http://purl.obolibrary.org/obo/CHEBI_35405	transition element oxoanion	http://purl.obolibrary.org/obo/CHEBI_33861	transition element coordination entity		
http://purl.obolibrary.org/obo/CHEBI_24839	inorganic salt	http://purl.obolibrary.org/obo/CHEBI_24866	salt		
http://purl.obolibrary.org/obo/CHEBI_36914	inorganic ion	http://purl.obolibrary.org/obo/CHEBI_24870	ion		
http://purl.obolibrary.org/obo/CHEBI_49637	hydrogen atom	http://purl.obolibrary.org/obo/CHEBI_33559	s-block element atom		
